"","Plot","Plant ID","Range.x","Row.x","Field.x","value","Plot Name","Block","Rep","coverage","severity","severity_new"
"65","19DR1007","19DR1007.05",2,11,"CFAR200","2-","Z025E0172",1,1,2,"-","L"
"66","19DR1007","19DR1007.06",2,11,"CFAR200",".","Z025E0172",1,1,NA,"","U"
"67","19DR1007","19DR1007.07",2,11,"CFAR200",".","Z025E0172",1,1,NA,"","U"
"68","19DR1007","19DR1007.08",2,11,"CFAR200",".","Z025E0172",1,1,NA,"","U"
"69","19DR1007","19DR1007.09",2,11,"CFAR200",".","Z025E0172",1,1,NA,"","U"
"70","19DR1007","19DR1007.10",2,11,"CFAR200",".","Z025E0172",1,1,NA,"","U"
"71","19DR1008","19DR1008.01",2,12,"CFAR200","5-","Z025E0010",1,1,5,"-","L"
"72","19DR1008","19DR1008.02",2,12,"CFAR200","8+","Z025E0010",1,1,8,"+","M"
"73","19DR1008","19DR1008.03",2,12,"CFAR200","0","Z025E0010",1,1,0,"","U"
"74","19DR1008","19DR1008.04",2,12,"CFAR200",".","Z025E0010",1,1,NA,"","U"
"75","19DR1008","19DR1008.05",2,12,"CFAR200",".","Z025E0010",1,1,NA,"","U"
"76","19DR1008","19DR1008.06",2,12,"CFAR200",".","Z025E0010",1,1,NA,"","U"
"77","19DR1008","19DR1008.07",2,12,"CFAR200",".","Z025E0010",1,1,NA,"","U"
"78","19DR1008","19DR1008.08",2,12,"CFAR200",".","Z025E0010",1,1,NA,"","U"
"79","19DR1008","19DR1008.09",2,12,"CFAR200",".","Z025E0010",1,1,NA,"","U"
"80","19DR1008","19DR1008.10",2,12,"CFAR200",".","Z025E0010",1,1,NA,"","U"
"81","19DR1009","19DR1009.01",2,13,"CFAR200","1-","Z025E0061",1,1,1,"-","L"
"82","19DR1009","19DR1009.02",2,13,"CFAR200","2-","Z025E0061",1,1,2,"-","L"
"83","19DR1009","19DR1009.03",2,13,"CFAR200","2-","Z025E0061",1,1,2,"-","L"
"84","19DR1009","19DR1009.04",2,13,"CFAR200","6-","Z025E0061",1,1,6,"-","L"
"85","19DR1009","19DR1009.05",2,13,"CFAR200","1-","Z025E0061",1,1,1,"-","L"
"86","19DR1009","19DR1009.06",2,13,"CFAR200","6+","Z025E0061",1,1,6,"+","M"
"87","19DR1009","19DR1009.07",2,13,"CFAR200",".","Z025E0061",1,1,NA,"","U"
"88","19DR1009","19DR1009.08",2,13,"CFAR200",".","Z025E0061",1,1,NA,"","U"
"89","19DR1009","19DR1009.09",2,13,"CFAR200",".","Z025E0061",1,1,NA,"","U"
"90","19DR1009","19DR1009.10",2,13,"CFAR200",".","Z025E0061",1,1,NA,"","U"
"91","19DR1010","19DR1010.01",2,14,"CFAR200","0","Z025E0114",1,1,0,"","U"
"92","19DR1010","19DR1010.02",2,14,"CFAR200","1-","Z025E0114",1,1,1,"-","L"
"93","19DR1010","19DR1010.03",2,14,"CFAR200","0","Z025E0114",1,1,0,"","U"
"94","19DR1010","19DR1010.04",2,14,"CFAR200","0","Z025E0114",1,1,0,"","U"
"95","19DR1010","19DR1010.05",2,14,"CFAR200","0","Z025E0114",1,1,0,"","U"
"96","19DR1010","19DR1010.06",2,14,"CFAR200","0","Z025E0114",1,1,0,"","U"
"97","19DR1010","19DR1010.07",2,14,"CFAR200","0","Z025E0114",1,1,0,"","U"
"98","19DR1010","19DR1010.08",2,14,"CFAR200","1-","Z025E0114",1,1,1,"-","L"
"99","19DR1010","19DR1010.09",2,14,"CFAR200","0","Z025E0114",1,1,0,"","U"
"100","19DR1010","19DR1010.10",2,14,"CFAR200","0","Z025E0114",1,1,0,"","U"
"101","19DR1011","19DR1011.01",2,15,"CFAR200","7+","Z025E0097",1,1,7,"+","M"
"102","19DR1011","19DR1011.02",2,15,"CFAR200","2-","Z025E0097",1,1,2,"-","L"
"103","19DR1011","19DR1011.03",2,15,"CFAR200","5-","Z025E0097",1,1,5,"-","L"
"104","19DR1011","19DR1011.04",2,15,"CFAR200","3-","Z025E0097",1,1,3,"-","L"
"105","19DR1011","19DR1011.05",2,15,"CFAR200","6-","Z025E0097",1,1,6,"-","L"
"106","19DR1011","19DR1011.06",2,15,"CFAR200","3-","Z025E0097",1,1,3,"-","L"
"107","19DR1011","19DR1011.07",2,15,"CFAR200","4+","Z025E0097",1,1,4,"+","M"
"108","19DR1011","19DR1011.08",2,15,"CFAR200",".","Z025E0097",1,1,NA,"","U"
"109","19DR1011","19DR1011.09",2,15,"CFAR200",".","Z025E0097",1,1,NA,"","U"
"110","19DR1011","19DR1011.10",2,15,"CFAR200",".","Z025E0097",1,1,NA,"","U"
"111","19DR1012","19DR1012.01",2,16,"CFAR200","0","Z025E0013",1,1,0,"","U"
"112","19DR1012","19DR1012.02",2,16,"CFAR200","1-","Z025E0013",1,1,1,"-","L"
"113","19DR1012","19DR1012.03",2,16,"CFAR200","0","Z025E0013",1,1,0,"","U"
"114","19DR1012","19DR1012.04",2,16,"CFAR200","0","Z025E0013",1,1,0,"","U"
"115","19DR1012","19DR1012.05",2,16,"CFAR200","0","Z025E0013",1,1,0,"","U"
"116","19DR1012","19DR1012.06",2,16,"CFAR200","4+","Z025E0013",1,1,4,"+","M"
"117","19DR1012","19DR1012.07",2,16,"CFAR200","0","Z025E0013",1,1,0,"","U"
"118","19DR1012","19DR1012.08",2,16,"CFAR200","0","Z025E0013",1,1,0,"","U"
"119","19DR1012","19DR1012.09",2,16,"CFAR200","0","Z025E0013",1,1,0,"","U"
"120","19DR1012","19DR1012.10",2,16,"CFAR200","6+","Z025E0013",1,1,6,"+","M"
"121","19DR1013","19DR1013.01",2,17,"CFAR200","2-","Z025E0009",1,1,2,"-","L"
"122","19DR1013","19DR1013.02",2,17,"CFAR200","5+","Z025E0009",1,1,5,"+","M"
"123","19DR1013","19DR1013.03",2,17,"CFAR200","8+","Z025E0009",1,1,8,"+","M"
"124","19DR1013","19DR1013.04",2,17,"CFAR200","7+","Z025E0009",1,1,7,"+","M"
"125","19DR1013","19DR1013.05",2,17,"CFAR200","3-","Z025E0009",1,1,3,"-","L"
"126","19DR1013","19DR1013.06",2,17,"CFAR200","1-","Z025E0009",1,1,1,"-","L"
"127","19DR1013","19DR1013.07",2,17,"CFAR200",".","Z025E0009",1,1,NA,"","U"
"128","19DR1013","19DR1013.08",2,17,"CFAR200",".","Z025E0009",1,1,NA,"","U"
"129","19DR1013","19DR1013.09",2,17,"CFAR200",".","Z025E0009",1,1,NA,"","U"
"130","19DR1013","19DR1013.10",2,17,"CFAR200",".","Z025E0009",1,1,NA,"","U"
"131","19DR1014","19DR1014.01",2,18,"CFAR200","8+","B73",1,1,8,"+","M"
"132","19DR1014","19DR1014.02",2,18,"CFAR200","8+","B73",1,1,8,"+","M"
"133","19DR1014","19DR1014.03",2,18,"CFAR200","3-","B73",1,1,3,"-","L"
"134","19DR1014","19DR1014.04",2,18,"CFAR200","8+","B73",1,1,8,"+","M"
"135","19DR1014","19DR1014.05",2,18,"CFAR200","4-","B73",1,1,4,"-","L"
"136","19DR1014","19DR1014.06",2,18,"CFAR200","8+","B73",1,1,8,"+","M"
"137","19DR1014","19DR1014.07",2,18,"CFAR200","8+","B73",1,1,8,"+","M"
"138","19DR1014","19DR1014.08",2,18,"CFAR200","8+","B73",1,1,8,"+","M"
"139","19DR1014","19DR1014.09",2,18,"CFAR200","7+","B73",1,1,7,"+","M"
"140","19DR1014","19DR1014.10",2,18,"CFAR200",".","B73",1,1,NA,"","U"
"141","19DR1015","19DR1015.01",2,19,"CFAR200","1-","Z025E0183",1,1,1,"-","L"
"142","19DR1015","19DR1015.02",2,19,"CFAR200","3-","Z025E0183",1,1,3,"-","L"
"143","19DR1015","19DR1015.03",2,19,"CFAR200","2-","Z025E0183",1,1,2,"-","L"
"144","19DR1015","19DR1015.04",2,19,"CFAR200","0","Z025E0183",1,1,0,"","U"
"145","19DR1015","19DR1015.05",2,19,"CFAR200","8+","Z025E0183",1,1,8,"+","M"
"146","19DR1015","19DR1015.06",2,19,"CFAR200","8+","Z025E0183",1,1,8,"+","M"
"147","19DR1015","19DR1015.07",2,19,"CFAR200","8+","Z025E0183",1,1,8,"+","M"
"148","19DR1015","19DR1015.08",2,19,"CFAR200","8+","Z025E0183",1,1,8,"+","M"
"149","19DR1015","19DR1015.09",2,19,"CFAR200","7+","Z025E0183",1,1,7,"+","M"
"150","19DR1015","19DR1015.10",2,19,"CFAR200","8+","Z025E0183",1,1,8,"+","M"
"151","19DR1016","19DR1016.01",2,20,"CFAR200","0","Z025E0162",1,1,0,"","U"
"152","19DR1016","19DR1016.02",2,20,"CFAR200","0","Z025E0162",1,1,0,"","U"
"153","19DR1016","19DR1016.03",2,20,"CFAR200","8+","Z025E0162",1,1,8,"+","M"
"154","19DR1016","19DR1016.04",2,20,"CFAR200","8+","Z025E0162",1,1,8,"+","M"
"155","19DR1016","19DR1016.05",2,20,"CFAR200","8+","Z025E0162",1,1,8,"+","M"
"156","19DR1016","19DR1016.06",2,20,"CFAR200","8+","Z025E0162",1,1,8,"+","M"
"157","19DR1016","19DR1016.07",2,20,"CFAR200","6+","Z025E0162",1,1,6,"+","M"
"158","19DR1016","19DR1016.08",2,20,"CFAR200","8+","Z025E0162",1,1,8,"+","M"
"159","19DR1016","19DR1016.09",2,20,"CFAR200","0","Z025E0162",1,1,0,"","U"
"160","19DR1016","19DR1016.10",2,20,"CFAR200","8+","Z025E0162",1,1,8,"+","M"
"161","19DR1017","19DR1017.01",2,21,"CFAR200","0","Tx303",1,1,0,"","U"
"162","19DR1017","19DR1017.02",2,21,"CFAR200",".","Tx303",1,1,NA,"","U"
"163","19DR1017","19DR1017.03",2,21,"CFAR200",".","Tx303",1,1,NA,"","U"
"164","19DR1017","19DR1017.04",2,21,"CFAR200",".","Tx303",1,1,NA,"","U"
"165","19DR1017","19DR1017.05",2,21,"CFAR200",".","Tx303",1,1,NA,"","U"
"166","19DR1017","19DR1017.06",2,21,"CFAR200",".","Tx303",1,1,NA,"","U"
"167","19DR1017","19DR1017.07",2,21,"CFAR200",".","Tx303",1,1,NA,"","U"
"168","19DR1017","19DR1017.08",2,21,"CFAR200",".","Tx303",1,1,NA,"","U"
"169","19DR1017","19DR1017.09",2,21,"CFAR200",".","Tx303",1,1,NA,"","U"
"170","19DR1017","19DR1017.10",2,21,"CFAR200",".","Tx303",1,1,NA,"","U"
"171","19DR1018","19DR1018.01",2,22,"CFAR200","8+","Z025E0136",1,1,8,"+","M"
"172","19DR1018","19DR1018.02",2,22,"CFAR200","8+","Z025E0136",1,1,8,"+","M"
"173","19DR1018","19DR1018.03",2,22,"CFAR200","8+","Z025E0136",1,1,8,"+","M"
"174","19DR1018","19DR1018.04",2,22,"CFAR200","7+","Z025E0136",1,1,7,"+","M"
"175","19DR1018","19DR1018.05",2,22,"CFAR200","8+","Z025E0136",1,1,8,"+","M"
"176","19DR1018","19DR1018.06",2,22,"CFAR200","5-","Z025E0136",1,1,5,"-","L"
"177","19DR1018","19DR1018.07",2,22,"CFAR200","3-","Z025E0136",1,1,3,"-","L"
"178","19DR1018","19DR1018.08",2,22,"CFAR200",".","Z025E0136",1,1,NA,"","U"
"179","19DR1018","19DR1018.09",2,22,"CFAR200",".","Z025E0136",1,1,NA,"","U"
"180","19DR1018","19DR1018.10",2,22,"CFAR200",".","Z025E0136",1,1,NA,"","U"
"181","19DR1019","19DR1019.01",2,23,"CFAR200","0","Z025E0036",1,1,0,"","U"
"182","19DR1019","19DR1019.02",2,23,"CFAR200","0","Z025E0036",1,1,0,"","U"
"183","19DR1019","19DR1019.03",2,23,"CFAR200","0","Z025E0036",1,1,0,"","U"
"184","19DR1019","19DR1019.04",2,23,"CFAR200","0","Z025E0036",1,1,0,"","U"
"185","19DR1019","19DR1019.05",2,23,"CFAR200","0","Z025E0036",1,1,0,"","U"
"186","19DR1019","19DR1019.06",2,23,"CFAR200","0","Z025E0036",1,1,0,"","U"
"187","19DR1019","19DR1019.07",2,23,"CFAR200","0","Z025E0036",1,1,0,"","U"
"188","19DR1019","19DR1019.08",2,23,"CFAR200","0","Z025E0036",1,1,0,"","U"
"189","19DR1019","19DR1019.09",2,23,"CFAR200","7-","Z025E0036",1,1,7,"-","L"
"190","19DR1019","19DR1019.10",2,23,"CFAR200","5-","Z025E0036",1,1,5,"-","L"
"191","19DR1020","19DR1020.01",2,24,"CFAR200","0","Z025E0091",1,1,0,"","U"
"192","19DR1020","19DR1020.02",2,24,"CFAR200","4-","Z025E0091",1,1,4,"-","L"
"193","19DR1020","19DR1020.03",2,24,"CFAR200","8+","Z025E0091",1,1,8,"+","M"
"194","19DR1020","19DR1020.04",2,24,"CFAR200","7*","Z025E0091",1,1,7,"*","U"
"195","19DR1020","19DR1020.05",2,24,"CFAR200","6-","Z025E0091",1,1,6,"-","L"
"196","19DR1020","19DR1020.06",2,24,"CFAR200","0","Z025E0091",1,1,0,"","U"
"197","19DR1020","19DR1020.07",2,24,"CFAR200","8+","Z025E0091",1,1,8,"+","M"
"198","19DR1020","19DR1020.08",2,24,"CFAR200","8+","Z025E0091",1,1,8,"+","M"
"199","19DR1020","19DR1020.09",2,24,"CFAR200","8+","Z025E0091",1,1,8,"+","M"
"200","19DR1020","19DR1020.10",2,24,"CFAR200","8+","Z025E0091",1,1,8,"+","M"
"201","19DR1021","19DR1021.01",2,25,"CFAR200","0","Z025E0176",1,1,0,"","U"
"202","19DR1021","19DR1021.02",2,25,"CFAR200","2-","Z025E0176",1,1,2,"-","L"
"203","19DR1021","19DR1021.03",2,25,"CFAR200","0","Z025E0176",1,1,0,"","U"
"204","19DR1021","19DR1021.04",2,25,"CFAR200","2-","Z025E0176",1,1,2,"-","L"
"205","19DR1021","19DR1021.05",2,25,"CFAR200","0","Z025E0176",1,1,0,"","U"
"206","19DR1021","19DR1021.06",2,25,"CFAR200","0","Z025E0176",1,1,0,"","U"
"207","19DR1021","19DR1021.07",2,25,"CFAR200","0","Z025E0176",1,1,0,"","U"
"208","19DR1021","19DR1021.08",2,25,"CFAR200","7+","Z025E0176",1,1,7,"+","M"
"209","19DR1021","19DR1021.09",2,25,"CFAR200","0","Z025E0176",1,1,0,"","U"
"210","19DR1021","19DR1021.10",2,25,"CFAR200",".","Z025E0176",1,1,NA,"","U"
"211","19DR1022","19DR1022.01",2,26,"CFAR200","0","Z025E0008",1,1,0,"","U"
"212","19DR1022","19DR1022.02",2,26,"CFAR200","8+","Z025E0008",1,1,8,"+","M"
"213","19DR1022","19DR1022.03",2,26,"CFAR200","8+","Z025E0008",1,1,8,"+","M"
"214","19DR1022","19DR1022.04",2,26,"CFAR200","8+","Z025E0008",1,1,8,"+","M"
"215","19DR1022","19DR1022.05",2,26,"CFAR200",".","Z025E0008",1,1,NA,"","U"
"216","19DR1022","19DR1022.06",2,26,"CFAR200",".","Z025E0008",1,1,NA,"","U"
"217","19DR1022","19DR1022.07",2,26,"CFAR200",".","Z025E0008",1,1,NA,"","U"
"218","19DR1022","19DR1022.08",2,26,"CFAR200",".","Z025E0008",1,1,NA,"","U"
"219","19DR1022","19DR1022.09",2,26,"CFAR200",".","Z025E0008",1,1,NA,"","U"
"220","19DR1022","19DR1022.10",2,26,"CFAR200",".","Z025E0008",1,1,NA,"","U"
"221","19DR1023","19DR1023.01",2,27,"CFAR200","7+","Z025E0156",1,1,7,"+","M"
"222","19DR1023","19DR1023.02",2,27,"CFAR200","7+","Z025E0156",1,1,7,"+","M"
"223","19DR1023","19DR1023.03",2,27,"CFAR200","0","Z025E0156",1,1,0,"","U"
"224","19DR1023","19DR1023.04",2,27,"CFAR200","3-","Z025E0156",1,1,3,"-","L"
"225","19DR1023","19DR1023.05",2,27,"CFAR200","8+","Z025E0156",1,1,8,"+","M"
"226","19DR1023","19DR1023.06",2,27,"CFAR200","7+","Z025E0156",1,1,7,"+","M"
"227","19DR1023","19DR1023.07",2,27,"CFAR200","7-","Z025E0156",1,1,7,"-","L"
"228","19DR1023","19DR1023.08",2,27,"CFAR200","0","Z025E0156",1,1,0,"","U"
"229","19DR1023","19DR1023.09",2,27,"CFAR200",".","Z025E0156",1,1,NA,"","U"
"230","19DR1023","19DR1023.10",2,27,"CFAR200",".","Z025E0156",1,1,NA,"","U"
"231","19DR1024","19DR1024.01",2,28,"CFAR200","0","Z025E0047",1,1,0,"","U"
"232","19DR1024","19DR1024.02",2,28,"CFAR200","0","Z025E0047",1,1,0,"","U"
"233","19DR1024","19DR1024.03",2,28,"CFAR200","8+","Z025E0047",1,1,8,"+","M"
"234","19DR1024","19DR1024.04",2,28,"CFAR200","4-","Z025E0047",1,1,4,"-","L"
"235","19DR1024","19DR1024.05",2,28,"CFAR200","7+","Z025E0047",1,1,7,"+","M"
"236","19DR1024","19DR1024.06",2,28,"CFAR200","7+","Z025E0047",1,1,7,"+","M"
"237","19DR1024","19DR1024.07",2,28,"CFAR200","7+","Z025E0047",1,1,7,"+","M"
"238","19DR1024","19DR1024.08",2,28,"CFAR200","7+","Z025E0047",1,1,7,"+","M"
"239","19DR1024","19DR1024.09",2,28,"CFAR200","8+","Z025E0047",1,1,8,"+","M"
"240","19DR1024","19DR1024.10",2,28,"CFAR200",".","Z025E0047",1,1,NA,"","U"
"241","19DR1025","19DR1025.01",2,29,"CFAR200","3+","Z025E0030",1,1,3,"+","M"
"242","19DR1025","19DR1025.02",2,29,"CFAR200","0","Z025E0030",1,1,0,"","U"
"243","19DR1025","19DR1025.03",2,29,"CFAR200","8+","Z025E0030",1,1,8,"+","M"
"244","19DR1025","19DR1025.04",2,29,"CFAR200","1-","Z025E0030",1,1,1,"-","L"
"245","19DR1025","19DR1025.05",2,29,"CFAR200",".","Z025E0030",1,1,NA,"","U"
"246","19DR1025","19DR1025.06",2,29,"CFAR200",".","Z025E0030",1,1,NA,"","U"
"247","19DR1025","19DR1025.07",2,29,"CFAR200",".","Z025E0030",1,1,NA,"","U"
"248","19DR1025","19DR1025.08",2,29,"CFAR200",".","Z025E0030",1,1,NA,"","U"
"249","19DR1025","19DR1025.09",2,29,"CFAR200",".","Z025E0030",1,1,NA,"","U"
"250","19DR1025","19DR1025.10",2,29,"CFAR200",".","Z025E0030",1,1,NA,"","U"
"251","19DR1026","19DR1026.01",2,30,"CFAR200","0","Z025E0187",1,1,0,"","U"
"252","19DR1026","19DR1026.02",2,30,"CFAR200","0","Z025E0187",1,1,0,"","U"
"253","19DR1026","19DR1026.03",2,30,"CFAR200","0","Z025E0187",1,1,0,"","U"
"254","19DR1026","19DR1026.04",2,30,"CFAR200","1-","Z025E0187",1,1,1,"-","L"
"255","19DR1026","19DR1026.05",2,30,"CFAR200","8+","Z025E0187",1,1,8,"+","M"
"256","19DR1026","19DR1026.06",2,30,"CFAR200","0","Z025E0187",1,1,0,"","U"
"257","19DR1026","19DR1026.07",2,30,"CFAR200","7+","Z025E0187",1,1,7,"+","M"
"258","19DR1026","19DR1026.08",2,30,"CFAR200","0","Z025E0187",1,1,0,"","U"
"259","19DR1026","19DR1026.09",2,30,"CFAR200",".","Z025E0187",1,1,NA,"","U"
"260","19DR1026","19DR1026.10",2,30,"CFAR200",".","Z025E0187",1,1,NA,"","U"
"261","19DR1027","19DR1027.01",2,31,"CFAR200","7+","Z025E0142",2,1,7,"+","M"
"262","19DR1027","19DR1027.02",2,31,"CFAR200","7+","Z025E0142",2,1,7,"+","M"
"263","19DR1027","19DR1027.03",2,31,"CFAR200","6+","Z025E0142",2,1,6,"+","M"
"264","19DR1027","19DR1027.04",2,31,"CFAR200","4-","Z025E0142",2,1,4,"-","L"
"265","19DR1027","19DR1027.05",2,31,"CFAR200","7+","Z025E0142",2,1,7,"+","M"
"266","19DR1027","19DR1027.06",2,31,"CFAR200","5-","Z025E0142",2,1,5,"-","L"
"267","19DR1027","19DR1027.07",2,31,"CFAR200","0","Z025E0142",2,1,0,"","U"
"268","19DR1027","19DR1027.08",2,31,"CFAR200","7+","Z025E0142",2,1,7,"+","M"
"269","19DR1027","19DR1027.09",2,31,"CFAR200","1-","Z025E0142",2,1,1,"-","L"
"270","19DR1027","19DR1027.10",2,31,"CFAR200","7+","Z025E0142",2,1,7,"+","M"
"271","19DR1028","19DR1028.01",2,32,"CFAR200","0","Z025E0017",2,1,0,"","U"
"272","19DR1028","19DR1028.02",2,32,"CFAR200","1-","Z025E0017",2,1,1,"-","L"
"273","19DR1028","19DR1028.03",2,32,"CFAR200","2-","Z025E0017",2,1,2,"-","L"
"274","19DR1028","19DR1028.04",2,32,"CFAR200","7+","Z025E0017",2,1,7,"+","M"
"275","19DR1028","19DR1028.05",2,32,"CFAR200","7+","Z025E0017",2,1,7,"+","M"
"276","19DR1028","19DR1028.06",2,32,"CFAR200","8+","Z025E0017",2,1,8,"+","M"
"277","19DR1028","19DR1028.07",2,32,"CFAR200","8+","Z025E0017",2,1,8,"+","M"
"278","19DR1028","19DR1028.08",2,32,"CFAR200","8+","Z025E0017",2,1,8,"+","M"
"279","19DR1028","19DR1028.09",2,32,"CFAR200","7+","Z025E0017",2,1,7,"+","M"
"280","19DR1028","19DR1028.10",2,32,"CFAR200","8+","Z025E0017",2,1,8,"+","M"
"281","19DR1029","19DR1029.01",2,33,"CFAR200","8+","Z025E0103",2,1,8,"+","M"
"282","19DR1029","19DR1029.02",2,33,"CFAR200","0","Z025E0103",2,1,0,"","U"
"283","19DR1029","19DR1029.03",2,33,"CFAR200","0","Z025E0103",2,1,0,"","U"
