"","Plot","Plant ID","Range.x","Row.x","Field.x","value","Plot Name","Block","Rep","coverage","severity","severity_new"
"25","19DN1003","19DN1003.05",7,26,"CFAR200","3-","NC344",1,1,3,"-","L"
"26","19DN1003","19DN1003.06",7,26,"CFAR200","0","NC344",1,1,0,"","U"
"27","19DN1003","19DN1003.07",7,26,"CFAR200","0","NC344",1,1,0,"","U"
"28","19DN1003","19DN1003.08",7,26,"CFAR200","6-","NC344",1,1,6,"-","L"
"29","19DN1003","19DN1003.09",7,26,"CFAR200","0","NC344",1,1,0,"","U"
"30","19DN1003","19DN1003.10",7,26,"CFAR200","0","NC344",1,1,0,"","U"
"31","19DN1004","19DN1004.01",7,25,"CFAR200","0","TBBC3-080",1,1,0,"","U"
"32","19DN1004","19DN1004.02",7,25,"CFAR200","6-","TBBC3-080",1,1,6,"-","L"
"33","19DN1004","19DN1004.03",7,25,"CFAR200","1+","TBBC3-080",1,1,1,"+","M"
"34","19DN1004","19DN1004.04",7,25,"CFAR200","0","TBBC3-080",1,1,0,"","U"
"35","19DN1004","19DN1004.05",7,25,"CFAR200","7+","TBBC3-080",1,1,7,"+","M"
"36","19DN1004","19DN1004.06",7,25,"CFAR200","6+","TBBC3-080",1,1,6,"+","M"
"37","19DN1004","19DN1004.07",7,25,"CFAR200","0","TBBC3-080",1,1,0,"","U"
"38","19DN1004","19DN1004.08",7,25,"CFAR200","0","TBBC3-080",1,1,0,"","U"
"39","19DN1004","19DN1004.09",7,25,"CFAR200","0","TBBC3-080",1,1,0,"","U"
"40","19DN1004","19DN1004.10",7,25,"CFAR200",".","TBBC3-080",1,1,NA,"","U"
"41","19DN1005","19DN1005.01",7,24,"CFAR200","4-","TBBC3-012",1,1,4,"-","L"
"42","19DN1005","19DN1005.02",7,24,"CFAR200","8+","TBBC3-012",1,1,8,"+","M"
"43","19DN1005","19DN1005.03",7,24,"CFAR200","2-","TBBC3-012",1,1,2,"-","L"
"44","19DN1005","19DN1005.04",7,24,"CFAR200","0","TBBC3-012",1,1,0,"","U"
"45","19DN1005","19DN1005.05",7,24,"CFAR200","6-","TBBC3-012",1,1,6,"-","L"
"46","19DN1005","19DN1005.06",7,24,"CFAR200","7-","TBBC3-012",1,1,7,"-","L"
"47","19DN1005","19DN1005.07",7,24,"CFAR200","0","TBBC3-012",1,1,0,"","U"
"48","19DN1005","19DN1005.08",7,24,"CFAR200","0","TBBC3-012",1,1,0,"","U"
"49","19DN1005","19DN1005.09",7,24,"CFAR200","0","TBBC3-012",1,1,0,"","U"
"50","19DN1005","19DN1005.10",7,24,"CFAR200",".","TBBC3-012",1,1,NA,"","U"
"51","19DN1006","19DN1006.01",7,23,"CFAR200","7+","TBBC3-076",1,1,7,"+","M"
"52","19DN1006","19DN1006.02",7,23,"CFAR200","5-","TBBC3-076",1,1,5,"-","L"
"53","19DN1006","19DN1006.03",7,23,"CFAR200","7+","TBBC3-076",1,1,7,"+","M"
"54","19DN1006","19DN1006.04",7,23,"CFAR200","7+","TBBC3-076",1,1,7,"+","M"
"55","19DN1006","19DN1006.05",7,23,"CFAR200","7-","TBBC3-076",1,1,7,"-","L"
"56","19DN1006","19DN1006.06",7,23,"CFAR200","7+","TBBC3-076",1,1,7,"+","M"
"57","19DN1006","19DN1006.07",7,23,"CFAR200","7+","TBBC3-076",1,1,7,"+","M"
"58","19DN1006","19DN1006.08",7,23,"CFAR200","4-","TBBC3-076",1,1,4,"-","L"
"59","19DN1006","19DN1006.09",7,23,"CFAR200","7+","TBBC3-076",1,1,7,"+","M"
"60","19DN1006","19DN1006.10",7,23,"CFAR200",".","TBBC3-076",1,1,NA,"","U"
"61","19DN1007","19DN1007.01",7,22,"CFAR200","7+","TBBC3-078",1,1,7,"+","M"
"62","19DN1007","19DN1007.02",7,22,"CFAR200","7+6+","TBBC3-078",1,1,7,"+","M"
"63","19DN1007","19DN1007.03",7,22,"CFAR200","7+","TBBC3-078",1,1,7,"+","M"
"64","19DN1007","19DN1007.04",7,22,"CFAR200","6+","TBBC3-078",1,1,6,"+","M"
"65","19DN1007","19DN1007.05",7,22,"CFAR200","7+","TBBC3-078",1,1,7,"+","M"
"66","19DN1007","19DN1007.06",7,22,"CFAR200","0","TBBC3-078",1,1,0,"","U"
"67","19DN1007","19DN1007.07",7,22,"CFAR200","0","TBBC3-078",1,1,0,"","U"
"68","19DN1007","19DN1007.08",7,22,"CFAR200",".","TBBC3-078",1,1,NA,"","U"
"69","19DN1007","19DN1007.09",7,22,"CFAR200",".","TBBC3-078",1,1,NA,"","U"
"70","19DN1007","19DN1007.10",7,22,"CFAR200",".","TBBC3-078",1,1,NA,"","U"
"71","19DN1008","19DN1008.01",7,21,"CFAR200","1-","Tx303",1,1,1,"-","L"
"72","19DN1008","19DN1008.02",7,21,"CFAR200","7-","Tx303",1,1,7,"-","L"
"73","19DN1008","19DN1008.03",7,21,"CFAR200","7-","Tx303",1,1,7,"-","L"
"74","19DN1008","19DN1008.04",7,21,"CFAR200","0","Tx303",1,1,0,"","U"
"75","19DN1008","19DN1008.05",7,21,"CFAR200","5-","Tx303",1,1,5,"-","L"
"76","19DN1008","19DN1008.06",7,21,"CFAR200","7+","Tx303",1,1,7,"+","M"
"77","19DN1008","19DN1008.07",7,21,"CFAR200","2-","Tx303",1,1,2,"-","L"
"78","19DN1008","19DN1008.08",7,21,"CFAR200",".","Tx303",1,1,NA,"","U"
"79","19DN1008","19DN1008.09",7,21,"CFAR200",".","Tx303",1,1,NA,"","U"
"80","19DN1008","19DN1008.10",7,21,"CFAR200",".","Tx303",1,1,NA,"","U"
"81","19DN1009","19DN1009.01",7,20,"CFAR200","2-","TBBC3-090",1,1,2,"-","L"
"82","19DN1009","19DN1009.02",7,20,"CFAR200","1-","TBBC3-090",1,1,1,"-","L"
"83","19DN1009","19DN1009.03",7,20,"CFAR200","3-","TBBC3-090",1,1,3,"-","L"
"84","19DN1009","19DN1009.04",7,20,"CFAR200","3-","TBBC3-090",1,1,3,"-","L"
"85","19DN1009","19DN1009.05",7,20,"CFAR200","0","TBBC3-090",1,1,0,"","U"
"86","19DN1009","19DN1009.06",7,20,"CFAR200","1-","TBBC3-090",1,1,1,"-","L"
"87","19DN1009","19DN1009.07",7,20,"CFAR200","7-","TBBC3-090",1,1,7,"-","L"
"88","19DN1009","19DN1009.08",7,20,"CFAR200",".","TBBC3-090",1,1,NA,"","U"
"89","19DN1009","19DN1009.09",7,20,"CFAR200",".","TBBC3-090",1,1,NA,"","U"
"90","19DN1009","19DN1009.10",7,20,"CFAR200",".","TBBC3-090",1,1,NA,"","U"
"91","19DN1010","19DN1010.01",7,19,"CFAR200","0","TBBC3-059",1,1,0,"","U"
"92","19DN1010","19DN1010.02",7,19,"CFAR200","1-","TBBC3-059",1,1,1,"-","L"
"93","19DN1010","19DN1010.03",7,19,"CFAR200","0","TBBC3-059",1,1,0,"","U"
"94","19DN1010","19DN1010.04",7,19,"CFAR200","0","TBBC3-059",1,1,0,"","U"
"95","19DN1010","19DN1010.05",7,19,"CFAR200","1-","TBBC3-059",1,1,1,"-","L"
"96","19DN1010","19DN1010.06",7,19,"CFAR200","0","TBBC3-059",1,1,0,"","U"
"97","19DN1010","19DN1010.07",7,19,"CFAR200","1-","TBBC3-059",1,1,1,"-","L"
"98","19DN1010","19DN1010.08",7,19,"CFAR200","0","TBBC3-059",1,1,0,"","U"
"99","19DN1010","19DN1010.09",7,19,"CFAR200","0","TBBC3-059",1,1,0,"","U"
"100","19DN1010","19DN1010.10",7,19,"CFAR200","0","TBBC3-059",1,1,0,"","U"
"101","19DN1011","19DN1011.01",7,18,"CFAR200","7+","TBBC3-008",1,1,7,"+","M"
"102","19DN1011","19DN1011.02",7,18,"CFAR200","0","TBBC3-008",1,1,0,"","U"
"103","19DN1011","19DN1011.03",7,18,"CFAR200","3-","TBBC3-008",1,1,3,"-","L"
"104","19DN1011","19DN1011.04",7,18,"CFAR200","7+","TBBC3-008",1,1,7,"+","M"
"105","19DN1011","19DN1011.05",7,18,"CFAR200","7-","TBBC3-008",1,1,7,"-","L"
"106","19DN1011","19DN1011.06",7,18,"CFAR200","7+","TBBC3-008",1,1,7,"+","M"
"107","19DN1011","19DN1011.07",7,18,"CFAR200","7+","TBBC3-008",1,1,7,"+","M"
"108","19DN1011","19DN1011.08",7,18,"CFAR200","7+","TBBC3-008",1,1,7,"+","M"
"109","19DN1011","19DN1011.09",7,18,"CFAR200",".","TBBC3-008",1,1,NA,"","U"
"110","19DN1011","19DN1011.10",7,18,"CFAR200",".","TBBC3-008",1,1,NA,"","U"
"111","19DN1012","19DN1012.01",7,17,"CFAR200","5+","TBBC3-029",1,1,5,"+","M"
"112","19DN1012","19DN1012.02",7,17,"CFAR200","0","TBBC3-029",1,1,0,"","U"
"113","19DN1012","19DN1012.03",7,17,"CFAR200","6+","TBBC3-029",1,1,6,"+","M"
"114","19DN1012","19DN1012.04",7,17,"CFAR200","3+","TBBC3-029",1,1,3,"+","M"
"115","19DN1012","19DN1012.05",7,17,"CFAR200","3-","TBBC3-029",1,1,3,"-","L"
"116","19DN1012","19DN1012.06",7,17,"CFAR200","3-","TBBC3-029",1,1,3,"-","L"
"117","19DN1012","19DN1012.07",7,17,"CFAR200","4-","TBBC3-029",1,1,4,"-","L"
"118","19DN1012","19DN1012.08",7,17,"CFAR200","0","TBBC3-029",1,1,0,"","U"
"119","19DN1012","19DN1012.09",7,17,"CFAR200","7+","TBBC3-029",1,1,7,"+","M"
"120","19DN1012","19DN1012.10",7,17,"CFAR200","0","TBBC3-029",1,1,0,"","U"
"121","19DN1013","19DN1013.01",7,16,"CFAR200","0","Oh7B",1,1,0,"","U"
"122","19DN1013","19DN1013.02",7,16,"CFAR200","1-","Oh7B",1,1,1,"-","L"
"123","19DN1013","19DN1013.03",7,16,"CFAR200","1-","Oh7B",1,1,1,"-","L"
"124","19DN1013","19DN1013.04",7,16,"CFAR200","0","Oh7B",1,1,0,"","U"
"125","19DN1013","19DN1013.05",7,16,"CFAR200",".","Oh7B",1,1,NA,"","U"
"126","19DN1013","19DN1013.06",7,16,"CFAR200",".","Oh7B",1,1,NA,"","U"
"127","19DN1013","19DN1013.07",7,16,"CFAR200",".","Oh7B",1,1,NA,"","U"
"128","19DN1013","19DN1013.08",7,16,"CFAR200",".","Oh7B",1,1,NA,"","U"
"129","19DN1013","19DN1013.09",7,16,"CFAR200",".","Oh7B",1,1,NA,"","U"
"130","19DN1013","19DN1013.10",7,16,"CFAR200",".","Oh7B",1,1,NA,"","U"
"131","19DN1014","19DN1014.01",7,15,"CFAR200","1+","TBBC3-088",1,1,1,"+","M"
"132","19DN1014","19DN1014.02",7,15,"CFAR200","1-","TBBC3-088",1,1,1,"-","L"
"133","19DN1014","19DN1014.03",7,15,"CFAR200","0","TBBC3-088",1,1,0,"","U"
"134","19DN1014","19DN1014.04",7,15,"CFAR200","7+","TBBC3-088",1,1,7,"+","M"
"135","19DN1014","19DN1014.05",7,15,"CFAR200","7+","TBBC3-088",1,1,7,"+","M"
"136","19DN1014","19DN1014.06",7,15,"CFAR200","6-","TBBC3-088",1,1,6,"-","L"
"137","19DN1014","19DN1014.07",7,15,"CFAR200","5-","TBBC3-088",1,1,5,"-","L"
"138","19DN1014","19DN1014.08",7,15,"CFAR200","7+","TBBC3-088",1,1,7,"+","M"
"139","19DN1014","19DN1014.09",7,15,"CFAR200","7+","TBBC3-088",1,1,7,"+","M"
"140","19DN1014","19DN1014.10",7,15,"CFAR200","7+","TBBC3-088",1,1,7,"+","M"
"141","19DN1015","19DN1015.01",7,14,"CFAR200","3-","TBBC3-025",1,1,3,"-","L"
"142","19DN1015","19DN1015.02",7,14,"CFAR200","8+","TBBC3-025",1,1,8,"+","M"
"143","19DN1015","19DN1015.03",7,14,"CFAR200","7+","TBBC3-025",1,1,7,"+","M"
"144","19DN1015","19DN1015.04",7,14,"CFAR200","5+","TBBC3-025",1,1,5,"+","M"
"145","19DN1015","19DN1015.05",7,14,"CFAR200","2-","TBBC3-025",1,1,2,"-","L"
"146","19DN1015","19DN1015.06",7,14,"CFAR200","5+","TBBC3-025",1,1,5,"+","M"
"147","19DN1015","19DN1015.07",7,14,"CFAR200","7+","TBBC3-025",1,1,7,"+","M"
"148","19DN1015","19DN1015.08",7,14,"CFAR200","0","TBBC3-025",1,1,0,"","U"
"149","19DN1015","19DN1015.09",7,14,"CFAR200","4-","TBBC3-025",1,1,4,"-","L"
"150","19DN1015","19DN1015.10",7,14,"CFAR200","6-","TBBC3-025",1,1,6,"-","L"
"151","19DN1016","19DN1016.01",7,13,"CFAR200","5-","TBBC3-016",2,1,5,"-","L"
"152","19DN1016","19DN1016.02",7,13,"CFAR200","4-","TBBC3-016",2,1,4,"-","L"
"153","19DN1016","19DN1016.03",7,13,"CFAR200","3-","TBBC3-016",2,1,3,"-","L"
"154","19DN1016","19DN1016.04",7,13,"CFAR200","3-","TBBC3-016",2,1,3,"-","L"
"155","19DN1016","19DN1016.05",7,13,"CFAR200",".","TBBC3-016",2,1,NA,"","U"
"156","19DN1016","19DN1016.06",7,13,"CFAR200",".","TBBC3-016",2,1,NA,"","U"
"157","19DN1016","19DN1016.07",7,13,"CFAR200",".","TBBC3-016",2,1,NA,"","U"
"158","19DN1016","19DN1016.08",7,13,"CFAR200",".","TBBC3-016",2,1,NA,"","U"
"159","19DN1016","19DN1016.09",7,13,"CFAR200",".","TBBC3-016",2,1,NA,"","U"
"160","19DN1016","19DN1016.10",7,13,"CFAR200",".","TBBC3-016",2,1,NA,"","U"
"161","19DN1017","19DN1017.01",7,12,"CFAR200","0","TBBC3-033",2,1,0,"","U"
"162","19DN1017","19DN1017.02",7,12,"CFAR200","6-","TBBC3-033",2,1,6,"-","L"
"163","19DN1017","19DN1017.03",7,12,"CFAR200","7+","TBBC3-033",2,1,7,"+","M"
"164","19DN1017","19DN1017.04",7,12,"CFAR200","6-","TBBC3-033",2,1,6,"-","L"
"165","19DN1017","19DN1017.05",7,12,"CFAR200","7+","TBBC3-033",2,1,7,"+","M"
"166","19DN1017","19DN1017.06",7,12,"CFAR200","7+","TBBC3-033",2,1,7,"+","M"
"167","19DN1017","19DN1017.07",7,12,"CFAR200","7+","TBBC3-033",2,1,7,"+","M"
"168","19DN1017","19DN1017.08",7,12,"CFAR200","7-","TBBC3-033",2,1,7,"-","L"
"169","19DN1017","19DN1017.09",7,12,"CFAR200","2-","TBBC3-033",2,1,2,"-","L"
"170","19DN1017","19DN1017.10",7,12,"CFAR200","7+","TBBC3-033",2,1,7,"+","M"
"171","19DN1018","19DN1018.01",7,11,"CFAR200","0","B73",2,1,0,"","U"
"172","19DN1018","19DN1018.02",7,11,"CFAR200","7+7-","B73",2,1,7,"+","M"
"173","19DN1018","19DN1018.03",7,11,"CFAR200","7+","B73",2,1,7,"+","M"
"174","19DN1018","19DN1018.04",7,11,"CFAR200","7-","B73",2,1,7,"-","L"
"175","19DN1018","19DN1018.05",7,11,"CFAR200","7+","B73",2,1,7,"+","M"
"176","19DN1018","19DN1018.06",7,11,"CFAR200","7-","B73",2,1,7,"-","L"
"177","19DN1018","19DN1018.07",7,11,"CFAR200","7+","B73",2,1,7,"+","M"
"178","19DN1018","19DN1018.08",7,11,"CFAR200","7+","B73",2,1,7,"+","M"
"179","19DN1018","19DN1018.09",7,11,"CFAR200",".","B73",2,1,NA,"","U"
"180","19DN1018","19DN1018.10",7,11,"CFAR200",".","B73",2,1,NA,"","U"
"181","19DN1019","19DN1019.01",7,10,"CFAR200","8+","TBBC3-051",2,1,8,"+","M"
"182","19DN1019","19DN1019.02",7,10,"CFAR200","6-","TBBC3-051",2,1,6,"-","L"
"183","19DN1019","19DN1019.03",7,10,"CFAR200","3+","TBBC3-051",2,1,3,"+","M"
"184","19DN1019","19DN1019.04",7,10,"CFAR200","3+","TBBC3-051",2,1,3,"+","M"
"185","19DN1019","19DN1019.05",7,10,"CFAR200","7+","TBBC3-051",2,1,7,"+","M"
"186","19DN1019","19DN1019.06",7,10,"CFAR200",".","TBBC3-051",2,1,NA,"","U"
"187","19DN1019","19DN1019.07",7,10,"CFAR200",".","TBBC3-051",2,1,NA,"","U"
"188","19DN1019","19DN1019.08",7,10,"CFAR200",".","TBBC3-051",2,1,NA,"","U"
"189","19DN1019","19DN1019.09",7,10,"CFAR200",".","TBBC3-051",2,1,NA,"","U"
"190","19DN1019","19DN1019.10",7,10,"CFAR200",".","TBBC3-051",2,1,NA,"","U"
"191","19DN1020","19DN1020.01",7,9,"CFAR200","7+","TBBC3-061",2,1,7,"+","M"
"192","19DN1020","19DN1020.02",7,9,"CFAR200","7+","TBBC3-061",2,1,7,"+","M"
"193","19DN1020","19DN1020.03",7,9,"CFAR200","7+","TBBC3-061",2,1,7,"+","M"
"194","19DN1020","19DN1020.04",7,9,"CFAR200","7+","TBBC3-061",2,1,7,"+","M"
"195","19DN1020","19DN1020.05",7,9,"CFAR200","7+","TBBC3-061",2,1,7,"+","M"
"196","19DN1020","19DN1020.06",7,9,"CFAR200","7-","TBBC3-061",2,1,7,"-","L"
"197","19DN1020","19DN1020.07",7,9,"CFAR200","7+","TBBC3-061",2,1,7,"+","M"
"198","19DN1020","19DN1020.08",7,9,"CFAR200","1-","TBBC3-061",2,1,1,"-","L"
"199","19DN1020","19DN1020.09",7,9,"CFAR200","0","TBBC3-061",2,1,0,"","U"
"200","19DN1020","19DN1020.10",7,9,"CFAR200","7+","TBBC3-061",2,1,7,"+","M"
"201","19DN1021","19DN1021.01",7,8,"CFAR200","4-","Oh7B",2,1,4,"-","L"
"202","19DN1021","19DN1021.02",7,8,"CFAR200","6-","Oh7B",2,1,6,"-","L"
"203","19DN1021","19DN1021.03",7,8,"CFAR200","0","Oh7B",2,1,0,"","U"
"204","19DN1021","19DN1021.04",7,8,"CFAR200","2-","Oh7B",2,1,2,"-","L"
"205","19DN1021","19DN1021.05",7,8,"CFAR200","2-","Oh7B",2,1,2,"-","L"
"206","19DN1021","19DN1021.06",7,8,"CFAR200",".","Oh7B",2,1,NA,"","U"
"207","19DN1021","19DN1021.07",7,8,"CFAR200",".","Oh7B",2,1,NA,"","U"
"208","19DN1021","19DN1021.08",7,8,"CFAR200",".","Oh7B",2,1,NA,"","U"
"209","19DN1021","19DN1021.09",7,8,"CFAR200",".","Oh7B",2,1,NA,"","U"
"210","19DN1021","19DN1021.10",7,8,"CFAR200",".","Oh7B",2,1,NA,"","U"
"211","19DN1022","19DN1022.01",7,7,"CFAR200","6-","TBBC3-027",2,1,6,"-","L"
"212","19DN1022","19DN1022.02",7,7,"CFAR200","6-","TBBC3-027",2,1,6,"-","L"
"213","19DN1022","19DN1022.03",7,7,"CFAR200","3-","TBBC3-027",2,1,3,"-","L"
"214","19DN1022","19DN1022.04",7,7,"CFAR200","7+","TBBC3-027",2,1,7,"+","M"
"215","19DN1022","19DN1022.05",7,7,"CFAR200","5-","TBBC3-027",2,1,5,"-","L"
"216","19DN1022","19DN1022.06",7,7,"CFAR200","7+","TBBC3-027",2,1,7,"+","M"
"217","19DN1022","19DN1022.07",7,7,"CFAR200","7-","TBBC3-027",2,1,7,"-","L"
"218","19DN1022","19DN1022.08",7,7,"CFAR200","7+","TBBC3-027",2,1,7,"+","M"
"219","19DN1022","19DN1022.09",7,7,"CFAR200","7-","TBBC3-027",2,1,7,"-","L"
"220","19DN1022","19DN1022.10",7,7,"CFAR200",".","TBBC3-027",2,1,NA,"","U"
"221","19DN1023","19DN1023.01",7,6,"CFAR200","6+","TBBC3-044",2,1,6,"+","M"
"222","19DN1023","19DN1023.02",7,6,"CFAR200","2-","TBBC3-044",2,1,2,"-","L"
"223","19DN1023","19DN1023.03",7,6,"CFAR200","7+","TBBC3-044",2,1,7,"+","M"
"224","19DN1023","19DN1023.04",7,6,"CFAR200","7+","TBBC3-044",2,1,7,"+","M"
"225","19DN1023","19DN1023.05",7,6,"CFAR200","7-","TBBC3-044",2,1,7,"-","L"
"226","19DN1023","19DN1023.06",7,6,"CFAR200","7+","TBBC3-044",2,1,7,"+","M"
"227","19DN1023","19DN1023.07",7,6,"CFAR200","7+","TBBC3-044",2,1,7,"+","M"
"228","19DN1023","19DN1023.08",7,6,"CFAR200","7","TBBC3-044",2,1,7,"","U"
"229","19DN1023","19DN1023.09",7,6,"CFAR200",".","TBBC3-044",2,1,NA,"","U"
"230","19DN1023","19DN1023.10",7,6,"CFAR200",".","TBBC3-044",2,1,NA,"","U"
"231","19DN1024","19DN1024.01",7,5,"CFAR200","6-","TBBC3-069",2,1,6,"-","L"
"232","19DN1024","19DN1024.02",7,5,"CFAR200","0","TBBC3-069",2,1,0,"","U"
"233","19DN1024","19DN1024.03",7,5,"CFAR200","0","TBBC3-069",2,1,0,"","U"
"234","19DN1024","19DN1024.04",7,5,"CFAR200","0","TBBC3-069",2,1,0,"","U"
"235","19DN1024","19DN1024.05",7,5,"CFAR200","1-","TBBC3-069",2,1,1,"-","L"
"236","19DN1024","19DN1024.06",7,5,"CFAR200","0","TBBC3-069",2,1,0,"","U"
"237","19DN1024","19DN1024.07",7,5,"CFAR200","0","TBBC3-069",2,1,0,"","U"
"238","19DN1024","19DN1024.08",7,5,"CFAR200","0","TBBC3-069",2,1,0,"","U"
"239","19DN1024","19DN1024.09",7,5,"CFAR200",".","TBBC3-069",2,1,NA,"","U"
"240","19DN1024","19DN1024.10",7,5,"CFAR200",".","TBBC3-069",2,1,NA,"","U"
"241","19DN1025","19DN1025.01",8,5,"CFAR200","5+","TBBC3-009",2,1,5,"+","M"
"242","19DN1025","19DN1025.02",8,5,"CFAR200","7+","TBBC3-009",2,1,7,"+","M"
"243","19DN1025","19DN1025.03",8,5,"CFAR200","7+","TBBC3-009",2,1,7,"+","M"
"244","19DN1025","19DN1025.04",8,5,"CFAR200","7-","TBBC3-009",2,1,7,"-","L"
"245","19DN1025","19DN1025.05",8,5,"CFAR200","1-","TBBC3-009",2,1,1,"-","L"
"246","19DN1025","19DN1025.06",8,5,"CFAR200","7-","TBBC3-009",2,1,7,"-","L"
"247","19DN1025","19DN1025.07",8,5,"CFAR200","7+","TBBC3-009",2,1,7,"+","M"
"248","19DN1025","19DN1025.08",8,5,"CFAR200","4-","TBBC3-009",2,1,4,"-","L"
"249","19DN1025","19DN1025.09",8,5,"CFAR200","0","TBBC3-009",2,1,0,"","U"
"250","19DN1025","19DN1025.10",8,5,"CFAR200","6-","TBBC3-009",2,1,6,"-","L"
"251","19DN1026","19DN1026.01",8,6,"CFAR200","0","TBBC3-038",2,1,0,"","U"
"252","19DN1026","19DN1026.02",8,6,"CFAR200","7-","TBBC3-038",2,1,7,"-","L"
"253","19DN1026","19DN1026.03",8,6,"CFAR200","6-","TBBC3-038",2,1,6,"-","L"
"254","19DN1026","19DN1026.04",8,6,"CFAR200","7-","TBBC3-038",2,1,7,"-","L"
"255","19DN1026","19DN1026.05",8,6,"CFAR200","6-","TBBC3-038",2,1,6,"-","L"
"256","19DN1026","19DN1026.06",8,6,"CFAR200","5-","TBBC3-038",2,1,5,"-","L"
"257","19DN1026","19DN1026.07",8,6,"CFAR200","0","TBBC3-038",2,1,0,"","U"
"258","19DN1026","19DN1026.08",8,6,"CFAR200","7+","TBBC3-038",2,1,7,"+","M"
"259","19DN1026","19DN1026.09",8,6,"CFAR200","5-","TBBC3-038",2,1,5,"-","L"
"260","19DN1026","19DN1026.10",8,6,"CFAR200","0","TBBC3-038",2,1,0,"","U"
"261","19DN1027","19DN1027.01",8,7,"CFAR200","6-","TBBC3-066",2,1,6,"-","L"
"262","19DN1027","19DN1027.02",8,7,"CFAR200","5-","TBBC3-066",2,1,5,"-","L"
"263","19DN1027","19DN1027.03",8,7,"CFAR200","0","TBBC3-066",2,1,0,"","U"
"264","19DN1027","19DN1027.04",8,7,"CFAR200","6-","TBBC3-066",2,1,6,"-","L"
"265","19DN1027","19DN1027.05",8,7,"CFAR200","0","TBBC3-066",2,1,0,"","U"
"266","19DN1027","19DN1027.06",8,7,"CFAR200","1-","TBBC3-066",2,1,1,"-","L"
"267","19DN1027","19DN1027.07",8,7,"CFAR200","5-","TBBC3-066",2,1,5,"-","L"
"268","19DN1027","19DN1027.08",8,7,"CFAR200","6-","TBBC3-066",2,1,6,"-","L"
"269","19DN1027","19DN1027.09",8,7,"CFAR200",".","TBBC3-066",2,1,NA,"","U"
"270","19DN1027","19DN1027.10",8,7,"CFAR200",".","TBBC3-066",2,1,NA,"","U"
"271","19DN1028","19DN1028.01",8,8,"CFAR200","0","M37W",2,1,0,"","U"
"272","19DN1028","19DN1028.02",8,8,"CFAR200","0","M37W",2,1,0,"","U"
"273","19DN1028","19DN1028.03",8,8,"CFAR200","0","M37W",2,1,0,"","U"
"274","19DN1028","19DN1028.04",8,8,"CFAR200",".","M37W",2,1,NA,"","U"
"275","19DN1028","19DN1028.05",8,8,"CFAR200",".","M37W",2,1,NA,"","U"
"276","19DN1028","19DN1028.06",8,8,"CFAR200",".","M37W",2,1,NA,"","U"
"277","19DN1028","19DN1028.07",8,8,"CFAR200",".","M37W",2,1,NA,"","U"
"278","19DN1028","19DN1028.08",8,8,"CFAR200",".","M37W",2,1,NA,"","U"
"279","19DN1028","19DN1028.09",8,8,"CFAR200",".","M37W",2,1,NA,"","U"
"280","19DN1028","19DN1028.10",8,8,"CFAR200",".","M37W",2,1,NA,"","U"
