"","Plot","Plant ID","mean","coverage_rate","incidence_rate","severity","plot_count","mummi_rate","plot_id","range","row","rep","field","plot","coverage","block","coverage_count","severity_new"
"45","19DR1010","19DR1010.01",0.2,0.8,0.2,"",10,0,"19DR1010",2,14,1,"CFAR200","Z025E0114",0,1,8,"2"
"46","19DR1010","19DR1010.05",0.2,0.8,0.2,"",10,0,"19DR1010",2,14,1,"CFAR200","Z025E0114",0,1,8,"2"
"47","19DR1010","19DR1010.07",0.2,0.8,0.2,"",10,0,"19DR1010",2,14,1,"CFAR200","Z025E0114",0,1,8,"2"
"48","19DR1010","19DR1010.08",0.2,0.8,0.2,"-",10,0,"19DR1010",2,14,1,"CFAR200","Z025E0114",0,1,8,"1"
"49","19DR1010","19DR1010.09",0.2,0.8,0.2,"",10,0,"19DR1010",2,14,1,"CFAR200","Z025E0114",0,1,8,"2"
"50","19DR1010","19DR1010.10",0.2,0.8,0.2,"",10,0,"19DR1010",2,14,1,"CFAR200","Z025E0114",0,1,8,"2"
"51","19DR1010","19DR1010.03",0.2,0.8,0.2,"",10,0,"19DR1010",2,14,1,"CFAR200","Z025E0114",0,1,8,"2"
"52","19DR1010","19DR1010.02",0.2,0.8,0.2,"-",10,0,"19DR1010",2,14,1,"CFAR200","Z025E0114",0,1,8,"1"
"53","19DR1011","19DR1011.01",4.28571428571429,NA,1,"+",7,0,"19DR1011",2,15,1,"CFAR200","Z025E0097",NA,1,NA,"3"
"54","19DR1011","19DR1011.02",4.28571428571429,NA,1,"-",7,0,"19DR1011",2,15,1,"CFAR200","Z025E0097",NA,1,NA,"1"
"55","19DR1011","19DR1011.03",4.28571428571429,NA,1,"-",7,0,"19DR1011",2,15,1,"CFAR200","Z025E0097",NA,1,NA,"1"
"56","19DR1011","19DR1011.04",4.28571428571429,NA,1,"-",7,0,"19DR1011",2,15,1,"CFAR200","Z025E0097",NA,1,NA,"1"
"57","19DR1011","19DR1011.05",4.28571428571429,NA,1,"-",7,0,"19DR1011",2,15,1,"CFAR200","Z025E0097",NA,1,NA,"1"
"58","19DR1011","19DR1011.06",4.28571428571429,NA,1,"-",7,0,"19DR1011",2,15,1,"CFAR200","Z025E0097",NA,1,NA,"1"
"59","19DR1011","19DR1011.07",4.28571428571429,NA,1,"+",7,0,"19DR1011",2,15,1,"CFAR200","Z025E0097",NA,1,NA,"3"
"60","19DR1012","19DR1012.01",1.1,0.7,0.3,"",10,0,"19DR1012",2,16,1,"CFAR200","Z025E0013",0,1,7,"2"
"61","19DR1012","19DR1012.07",1.1,0.7,0.3,"",10,0,"19DR1012",2,16,1,"CFAR200","Z025E0013",0,1,7,"2"
"62","19DR1012","19DR1012.05",1.1,0.7,0.3,"",10,0,"19DR1012",2,16,1,"CFAR200","Z025E0013",0,1,7,"2"
"63","19DR1012","19DR1012.08",1.1,0.7,0.3,"",10,0,"19DR1012",2,16,1,"CFAR200","Z025E0013",0,1,7,"2"
"64","19DR1012","19DR1012.06",1.1,0.7,0.3,"+",10,0,"19DR1012",2,16,1,"CFAR200","Z025E0013",0,1,7,"3"
"65","19DR1012","19DR1012.02",1.1,0.7,0.3,"-",10,0,"19DR1012",2,16,1,"CFAR200","Z025E0013",0,1,7,"1"
"66","19DR1012","19DR1012.04",1.1,0.7,0.3,"",10,0,"19DR1012",2,16,1,"CFAR200","Z025E0013",0,1,7,"2"
"67","19DR1012","19DR1012.03",1.1,0.7,0.3,"",10,0,"19DR1012",2,16,1,"CFAR200","Z025E0013",0,1,7,"2"
"68","19DR1012","19DR1012.10",1.1,0.7,0.3,"+",10,0,"19DR1012",2,16,1,"CFAR200","Z025E0013",0,1,7,"3"
"69","19DR1012","19DR1012.09",1.1,0.7,0.3,"",10,0,"19DR1012",2,16,1,"CFAR200","Z025E0013",0,1,7,"2"
"70","19DR1013","19DR1013.04",4.33333333333333,NA,1,"+",6,0.166666666666667,"19DR1013",2,17,1,"CFAR200","Z025E0009",8,1,1,"3"
"71","19DR1013","19DR1013.05",4.33333333333333,NA,1,"-",6,0.166666666666667,"19DR1013",2,17,1,"CFAR200","Z025E0009",8,1,1,"1"
"72","19DR1013","19DR1013.06",4.33333333333333,NA,1,"-",6,0.166666666666667,"19DR1013",2,17,1,"CFAR200","Z025E0009",8,1,1,"1"
"73","19DR1013","19DR1013.01",4.33333333333333,NA,1,"-",6,0.166666666666667,"19DR1013",2,17,1,"CFAR200","Z025E0009",8,1,1,"1"
"74","19DR1013","19DR1013.03",4.33333333333333,NA,1,"+",6,0.166666666666667,"19DR1013",2,17,1,"CFAR200","Z025E0009",8,1,1,"3"
"75","19DR1013","19DR1013.02",4.33333333333333,NA,1,"+",6,0.166666666666667,"19DR1013",2,17,1,"CFAR200","Z025E0009",8,1,1,"3"
"76","19DR1014","19DR1014.07",6.88888888888889,NA,1,"+",9,0.666666666666667,"19DR1014",2,18,1,"CFAR200","B73",8,1,6,"3"
"77","19DR1014","19DR1014.09",6.88888888888889,NA,1,"+",9,0.666666666666667,"19DR1014",2,18,1,"CFAR200","B73",8,1,6,"3"
"78","19DR1014","19DR1014.01",6.88888888888889,NA,1,"+",9,0.666666666666667,"19DR1014",2,18,1,"CFAR200","B73",8,1,6,"3"
"79","19DR1014","19DR1014.06",6.88888888888889,NA,1,"+",9,0.666666666666667,"19DR1014",2,18,1,"CFAR200","B73",8,1,6,"3"
"80","19DR1014","19DR1014.08",6.88888888888889,NA,1,"+",9,0.666666666666667,"19DR1014",2,18,1,"CFAR200","B73",8,1,6,"3"
"81","19DR1014","19DR1014.05",6.88888888888889,NA,1,"-",9,0.666666666666667,"19DR1014",2,18,1,"CFAR200","B73",8,1,6,"1"
"82","19DR1014","19DR1014.03",6.88888888888889,NA,1,"-",9,0.666666666666667,"19DR1014",2,18,1,"CFAR200","B73",8,1,6,"1"
"83","19DR1014","19DR1014.02",6.88888888888889,NA,1,"+",9,0.666666666666667,"19DR1014",2,18,1,"CFAR200","B73",8,1,6,"3"
"84","19DR1014","19DR1014.04",6.88888888888889,NA,1,"+",9,0.666666666666667,"19DR1014",2,18,1,"CFAR200","B73",8,1,6,"3"
"85","19DR1015","19DR1015.04",5.3,0.1,0.9,"",10,0.5,"19DR1015",2,19,1,"CFAR200","Z025E0183",0,1,1,"2"
"86","19DR1015","19DR1015.01",5.3,0.1,0.9,"-",10,0.5,"19DR1015",2,19,1,"CFAR200","Z025E0183",0,1,1,"1"
"87","19DR1015","19DR1015.08",5.3,0.1,0.9,"+",10,0.5,"19DR1015",2,19,1,"CFAR200","Z025E0183",0,1,1,"3"
"88","19DR1015","19DR1015.10",5.3,0.1,0.9,"+",10,0.5,"19DR1015",2,19,1,"CFAR200","Z025E0183",0,1,1,"3"
"89","19DR1015","19DR1015.03",5.3,0.1,0.9,"-",10,0.5,"19DR1015",2,19,1,"CFAR200","Z025E0183",0,1,1,"1"
"90","19DR1015","19DR1015.05",5.3,0.1,0.9,"+",10,0.5,"19DR1015",2,19,1,"CFAR200","Z025E0183",0,1,1,"3"
"91","19DR1015","19DR1015.09",5.3,0.1,0.9,"+",10,0.5,"19DR1015",2,19,1,"CFAR200","Z025E0183",0,1,1,"3"
"92","19DR1015","19DR1015.02",5.3,0.1,0.9,"-",10,0.5,"19DR1015",2,19,1,"CFAR200","Z025E0183",0,1,1,"1"
"93","19DR1015","19DR1015.07",5.3,0.1,0.9,"+",10,0.5,"19DR1015",2,19,1,"CFAR200","Z025E0183",0,1,1,"3"
"94","19DR1015","19DR1015.06",5.3,0.1,0.9,"+",10,0.5,"19DR1015",2,19,1,"CFAR200","Z025E0183",0,1,1,"3"
"95","19DR1016","19DR1016.07",5.4,0.3,0.7,"+",10,0.6,"19DR1016",2,20,1,"CFAR200","Z025E0162",0,1,3,"3"
"96","19DR1016","19DR1016.03",5.4,0.3,0.7,"+",10,0.6,"19DR1016",2,20,1,"CFAR200","Z025E0162",0,1,3,"3"
"97","19DR1016","19DR1016.10",5.4,0.3,0.7,"+",10,0.6,"19DR1016",2,20,1,"CFAR200","Z025E0162",0,1,3,"3"
"98","19DR1016","19DR1016.02",5.4,0.3,0.7,"",10,0.6,"19DR1016",2,20,1,"CFAR200","Z025E0162",0,1,3,"2"
"99","19DR1016","19DR1016.09",5.4,0.3,0.7,"",10,0.6,"19DR1016",2,20,1,"CFAR200","Z025E0162",0,1,3,"2"
"100","19DR1016","19DR1016.08",5.4,0.3,0.7,"+",10,0.6,"19DR1016",2,20,1,"CFAR200","Z025E0162",0,1,3,"3"
"101","19DR1016","19DR1016.04",5.4,0.3,0.7,"+",10,0.6,"19DR1016",2,20,1,"CFAR200","Z025E0162",0,1,3,"3"
"102","19DR1016","19DR1016.05",5.4,0.3,0.7,"+",10,0.6,"19DR1016",2,20,1,"CFAR200","Z025E0162",0,1,3,"3"
"103","19DR1016","19DR1016.01",5.4,0.3,0.7,"",10,0.6,"19DR1016",2,20,1,"CFAR200","Z025E0162",0,1,3,"2"
"104","19DR1016","19DR1016.06",5.4,0.3,0.7,"+",10,0.6,"19DR1016",2,20,1,"CFAR200","Z025E0162",0,1,3,"3"
"105","19DR1018","19DR1018.01",6.71428571428571,NA,1,"+",7,0.571428571428571,"19DR1018",2,22,1,"CFAR200","Z025E0136",8,1,4,"3"
"106","19DR1018","19DR1018.06",6.71428571428571,NA,1,"-",7,0.571428571428571,"19DR1018",2,22,1,"CFAR200","Z025E0136",8,1,4,"1"
"107","19DR1018","19DR1018.07",6.71428571428571,NA,1,"-",7,0.571428571428571,"19DR1018",2,22,1,"CFAR200","Z025E0136",8,1,4,"1"
"108","19DR1018","19DR1018.03",6.71428571428571,NA,1,"+",7,0.571428571428571,"19DR1018",2,22,1,"CFAR200","Z025E0136",8,1,4,"3"
"109","19DR1018","19DR1018.02",6.71428571428571,NA,1,"+",7,0.571428571428571,"19DR1018",2,22,1,"CFAR200","Z025E0136",8,1,4,"3"
"110","19DR1018","19DR1018.04",6.71428571428571,NA,1,"+",7,0.571428571428571,"19DR1018",2,22,1,"CFAR200","Z025E0136",8,1,4,"3"
"111","19DR1018","19DR1018.05",6.71428571428571,NA,1,"+",7,0.571428571428571,"19DR1018",2,22,1,"CFAR200","Z025E0136",8,1,4,"3"
"112","19DR1019","19DR1019.10",1.2,0.8,0.2,"-",10,0,"19DR1019",2,23,1,"CFAR200","Z025E0036",0,1,8,"1"
"113","19DR1019","19DR1019.08",1.2,0.8,0.2,"",10,0,"19DR1019",2,23,1,"CFAR200","Z025E0036",0,1,8,"2"
"114","19DR1019","19DR1019.03",1.2,0.8,0.2,"",10,0,"19DR1019",2,23,1,"CFAR200","Z025E0036",0,1,8,"2"
"115","19DR1019","19DR1019.09",1.2,0.8,0.2,"-",10,0,"19DR1019",2,23,1,"CFAR200","Z025E0036",0,1,8,"1"
"116","19DR1019","19DR1019.07",1.2,0.8,0.2,"",10,0,"19DR1019",2,23,1,"CFAR200","Z025E0036",0,1,8,"2"
"117","19DR1019","19DR1019.05",1.2,0.8,0.2,"",10,0,"19DR1019",2,23,1,"CFAR200","Z025E0036",0,1,8,"2"
"118","19DR1019","19DR1019.04",1.2,0.8,0.2,"",10,0,"19DR1019",2,23,1,"CFAR200","Z025E0036",0,1,8,"2"
"119","19DR1019","19DR1019.02",1.2,0.8,0.2,"",10,0,"19DR1019",2,23,1,"CFAR200","Z025E0036",0,1,8,"2"
"120","19DR1019","19DR1019.06",1.2,0.8,0.2,"",10,0,"19DR1019",2,23,1,"CFAR200","Z025E0036",0,1,8,"2"
"121","19DR1019","19DR1019.01",1.2,0.8,0.2,"",10,0,"19DR1019",2,23,1,"CFAR200","Z025E0036",0,1,8,"2"
"122","19DR1020","19DR1020.01",5.7,0.2,0.8,"",10,0.5,"19DR1020",2,24,1,"CFAR200","Z025E0091",0,1,2,"2"
"123","19DR1020","19DR1020.03",5.7,0.2,0.8,"+",10,0.5,"19DR1020",2,24,1,"CFAR200","Z025E0091",0,1,2,"3"
"124","19DR1020","19DR1020.05",5.7,0.2,0.8,"-",10,0.5,"19DR1020",2,24,1,"CFAR200","Z025E0091",0,1,2,"1"
"125","19DR1020","19DR1020.07",5.7,0.2,0.8,"+",10,0.5,"19DR1020",2,24,1,"CFAR200","Z025E0091",0,1,2,"3"
"126","19DR1020","19DR1020.04",5.7,0.2,0.8,"*",10,0.5,"19DR1020",2,24,1,"CFAR200","Z025E0091",0,1,2,"2"
"127","19DR1020","19DR1020.06",5.7,0.2,0.8,"",10,0.5,"19DR1020",2,24,1,"CFAR200","Z025E0091",0,1,2,"2"
"128","19DR1020","19DR1020.08",5.7,0.2,0.8,"+",10,0.5,"19DR1020",2,24,1,"CFAR200","Z025E0091",0,1,2,"3"
"129","19DR1020","19DR1020.10",5.7,0.2,0.8,"+",10,0.5,"19DR1020",2,24,1,"CFAR200","Z025E0091",0,1,2,"3"
"130","19DR1020","19DR1020.02",5.7,0.2,0.8,"-",10,0.5,"19DR1020",2,24,1,"CFAR200","Z025E0091",0,1,2,"1"
"131","19DR1020","19DR1020.09",5.7,0.2,0.8,"+",10,0.5,"19DR1020",2,24,1,"CFAR200","Z025E0091",0,1,2,"3"
"132","19DR1021","19DR1021.04",1.22222222222222,0.666666666666667,0.333333333333333,"-",9,0,"19DR1021",2,25,1,"CFAR200","Z025E0176",0,1,6,"1"
"133","19DR1021","19DR1021.02",1.22222222222222,0.666666666666667,0.333333333333333,"-",9,0,"19DR1021",2,25,1,"CFAR200","Z025E0176",0,1,6,"1"
"134","19DR1021","19DR1021.01",1.22222222222222,0.666666666666667,0.333333333333333,"",9,0,"19DR1021",2,25,1,"CFAR200","Z025E0176",0,1,6,"2"
"135","19DR1021","19DR1021.06",1.22222222222222,0.666666666666667,0.333333333333333,"",9,0,"19DR1021",2,25,1,"CFAR200","Z025E0176",0,1,6,"2"
"136","19DR1021","19DR1021.07",1.22222222222222,0.666666666666667,0.333333333333333,"",9,0,"19DR1021",2,25,1,"CFAR200","Z025E0176",0,1,6,"2"
"137","19DR1021","19DR1021.09",1.22222222222222,0.666666666666667,0.333333333333333,"",9,0,"19DR1021",2,25,1,"CFAR200","Z025E0176",0,1,6,"2"
"138","19DR1021","19DR1021.05",1.22222222222222,0.666666666666667,0.333333333333333,"",9,0,"19DR1021",2,25,1,"CFAR200","Z025E0176",0,1,6,"2"
"139","19DR1021","19DR1021.08",1.22222222222222,0.666666666666667,0.333333333333333,"+",9,0,"19DR1021",2,25,1,"CFAR200","Z025E0176",0,1,6,"3"
"140","19DR1021","19DR1021.03",1.22222222222222,0.666666666666667,0.333333333333333,"",9,0,"19DR1021",2,25,1,"CFAR200","Z025E0176",0,1,6,"2"
"141","19DR1023","19DR1023.05",4.875,0.25,0.75,"+",8,0.125,"19DR1023",2,27,1,"CFAR200","Z025E0156",0,1,2,"3"
"142","19DR1023","19DR1023.02",4.875,0.25,0.75,"+",8,0.125,"19DR1023",2,27,1,"CFAR200","Z025E0156",0,1,2,"3"
"143","19DR1023","19DR1023.01",4.875,0.25,0.75,"+",8,0.125,"19DR1023",2,27,1,"CFAR200","Z025E0156",0,1,2,"3"
"144","19DR1023","19DR1023.06",4.875,0.25,0.75,"+",8,0.125,"19DR1023",2,27,1,"CFAR200","Z025E0156",0,1,2,"3"
"145","19DR1023","19DR1023.03",4.875,0.25,0.75,"",8,0.125,"19DR1023",2,27,1,"CFAR200","Z025E0156",0,1,2,"2"
"146","19DR1023","19DR1023.04",4.875,0.25,0.75,"-",8,0.125,"19DR1023",2,27,1,"CFAR200","Z025E0156",0,1,2,"1"
"147","19DR1023","19DR1023.08",4.875,0.25,0.75,"",8,0.125,"19DR1023",2,27,1,"CFAR200","Z025E0156",0,1,2,"2"
"148","19DR1023","19DR1023.07",4.875,0.25,0.75,"-",8,0.125,"19DR1023",2,27,1,"CFAR200","Z025E0156",0,1,2,"1"
"149","19DR1024","19DR1024.09",5.33333333333333,0.222222222222222,0.777777777777778,"+",9,0.222222222222222,"19DR1024",2,28,1,"CFAR200","Z025E0047",0,1,2,"3"
"150","19DR1024","19DR1024.03",5.33333333333333,0.222222222222222,0.777777777777778,"+",9,0.222222222222222,"19DR1024",2,28,1,"CFAR200","Z025E0047",0,1,2,"3"
"151","19DR1024","19DR1024.02",5.33333333333333,0.222222222222222,0.777777777777778,"",9,0.222222222222222,"19DR1024",2,28,1,"CFAR200","Z025E0047",0,1,2,"2"
"152","19DR1024","19DR1024.05",5.33333333333333,0.222222222222222,0.777777777777778,"+",9,0.222222222222222,"19DR1024",2,28,1,"CFAR200","Z025E0047",0,1,2,"3"
"153","19DR1024","19DR1024.01",5.33333333333333,0.222222222222222,0.777777777777778,"",9,0.222222222222222,"19DR1024",2,28,1,"CFAR200","Z025E0047",0,1,2,"2"
"154","19DR1024","19DR1024.08",5.33333333333333,0.222222222222222,0.777777777777778,"+",9,0.222222222222222,"19DR1024",2,28,1,"CFAR200","Z025E0047",0,1,2,"3"
"155","19DR1024","19DR1024.07",5.33333333333333,0.222222222222222,0.777777777777778,"+",9,0.222222222222222,"19DR1024",2,28,1,"CFAR200","Z025E0047",0,1,2,"3"
"156","19DR1024","19DR1024.06",5.33333333333333,0.222222222222222,0.777777777777778,"+",9,0.222222222222222,"19DR1024",2,28,1,"CFAR200","Z025E0047",0,1,2,"3"
"157","19DR1024","19DR1024.04",5.33333333333333,0.222222222222222,0.777777777777778,"-",9,0.222222222222222,"19DR1024",2,28,1,"CFAR200","Z025E0047",0,1,2,"1"
"158","19DR1026","19DR1026.05",2,0.625,0.375,"+",8,0.125,"19DR1026",2,30,1,"CFAR200","Z025E0187",0,1,5,"3"
"159","19DR1026","19DR1026.03",2,0.625,0.375,"",8,0.125,"19DR1026",2,30,1,"CFAR200","Z025E0187",0,1,5,"2"
"160","19DR1026","19DR1026.06",2,0.625,0.375,"",8,0.125,"19DR1026",2,30,1,"CFAR200","Z025E0187",0,1,5,"2"
"161","19DR1026","19DR1026.04",2,0.625,0.375,"-",8,0.125,"19DR1026",2,30,1,"CFAR200","Z025E0187",0,1,5,"1"
"162","19DR1026","19DR1026.08",2,0.625,0.375,"",8,0.125,"19DR1026",2,30,1,"CFAR200","Z025E0187",0,1,5,"2"
"163","19DR1026","19DR1026.02",2,0.625,0.375,"",8,0.125,"19DR1026",2,30,1,"CFAR200","Z025E0187",0,1,5,"2"
"164","19DR1026","19DR1026.07",2,0.625,0.375,"+",8,0.125,"19DR1026",2,30,1,"CFAR200","Z025E0187",0,1,5,"3"
"165","19DR1026","19DR1026.01",2,0.625,0.375,"",8,0.125,"19DR1026",2,30,1,"CFAR200","Z025E0187",0,1,5,"2"
"166","19DR1027","19DR1027.02",5.1,0.1,0.9,"+",10,0,"19DR1027",2,31,1,"CFAR200","Z025E0142",0,2,1,"3"
"167","19DR1027","19DR1027.05",5.1,0.1,0.9,"+",10,0,"19DR1027",2,31,1,"CFAR200","Z025E0142",0,2,1,"3"
"168","19DR1027","19DR1027.01",5.1,0.1,0.9,"+",10,0,"19DR1027",2,31,1,"CFAR200","Z025E0142",0,2,1,"3"
"169","19DR1027","19DR1027.09",5.1,0.1,0.9,"-",10,0,"19DR1027",2,31,1,"CFAR200","Z025E0142",0,2,1,"1"
"170","19DR1027","19DR1027.04",5.1,0.1,0.9,"-",10,0,"19DR1027",2,31,1,"CFAR200","Z025E0142",0,2,1,"1"
"171","19DR1027","19DR1027.07",5.1,0.1,0.9,"",10,0,"19DR1027",2,31,1,"CFAR200","Z025E0142",0,2,1,"2"
"172","19DR1027","19DR1027.03",5.1,0.1,0.9,"+",10,0,"19DR1027",2,31,1,"CFAR200","Z025E0142",0,2,1,"3"
"173","19DR1027","19DR1027.06",5.1,0.1,0.9,"-",10,0,"19DR1027",2,31,1,"CFAR200","Z025E0142",0,2,1,"1"
"174","19DR1027","19DR1027.10",5.1,0.1,0.9,"+",10,0,"19DR1027",2,31,1,"CFAR200","Z025E0142",0,2,1,"3"
"175","19DR1027","19DR1027.08",5.1,0.1,0.9,"+",10,0,"19DR1027",2,31,1,"CFAR200","Z025E0142",0,2,1,"3"
"176","19DR1028","19DR1028.09",5.6,0.1,0.9,"+",10,0.4,"19DR1028",2,32,1,"CFAR200","Z025E0017",0,2,1,"3"
"177","19DR1028","19DR1028.01",5.6,0.1,0.9,"",10,0.4,"19DR1028",2,32,1,"CFAR200","Z025E0017",0,2,1,"2"
"178","19DR1028","19DR1028.02",5.6,0.1,0.9,"-",10,0.4,"19DR1028",2,32,1,"CFAR200","Z025E0017",0,2,1,"1"
"179","19DR1028","19DR1028.08",5.6,0.1,0.9,"+",10,0.4,"19DR1028",2,32,1,"CFAR200","Z025E0017",0,2,1,"3"
"180","19DR1028","19DR1028.04",5.6,0.1,0.9,"+",10,0.4,"19DR1028",2,32,1,"CFAR200","Z025E0017",0,2,1,"3"
"181","19DR1028","19DR1028.07",5.6,0.1,0.9,"+",10,0.4,"19DR1028",2,32,1,"CFAR200","Z025E0017",0,2,1,"3"
